id,price
188533,18898.693
188534,82941.125
188535,56919.297
188536,31472.78
188537,29692.873
188538,17749.453
188539,12808.908
188540,46879.934
188541,83271.805
188542,31887.672
188543,26069.035
188544,12498.429
188545,46945.68
188546,117289.67
188547,18016.645
188548,114948.25
188549,22643.887
188550,11577.693
188551,86631.86
188552,58590.54
188553,66427.47
188554,23536.463
188555,42622.84
188556,20922.365
188557,23931.168
188558,90137.27
188559,28280.533
188560,14040.246
188561,81228.61
188562,26396.95
188563,94416.17
188564,61556.957
188565,47418.117
188566,31089.615
188567,15570.665
188568,50182.145
188569,26346.043
188570,17482.807
188571,35282.23
188572,100493.375
188573,23873.361
188574,35422.65
188575,42650.23
188576,34987.125
188577,13025.365
188578,33269.14
188579,51123.703
188580,45906.746
188581,95610.79
188582,26738.066
188583,104235.59
188584,34439.54
188585,38597.61
188586,33846.574
188587,56240.33
188588,26618.9
188589,17959.402
188590,23348.178
188591,28373.688
188592,36059.367
188593,34126.906
188594,69941.19
188595,29438.973
188596,67369.73
188597,30800.963
188598,27710.85
188599,15636.297
188600,54241.72
188601,57441.438
188602,36876.258
188603,149149.58
188604,12676.611
188605,42605.188
188606,38244.543
188607,67314.72
188608,17904.611
188609,53841.504
188610,45979.844
188611,23082.564
188612,74822.56
188613,23158.924
188614,18767.73
188615,32776.83
188616,83336.25
188617,47804.74
188618,24763.672
188619,83863.016
188620,17190.697
188621,23976.6
188622,110040.86
188623,65177.586
188624,43424.824
188625,28183.377
188626,17081.13
188627,111909.97
188628,84384.41
188629,23246.352
188630,28111.81
188631,64018.59
188632,57117.137
188633,59512.902
188634,11448.894
188635,30080.2
188636,55255.836
188637,12917.275
188638,32080.213
188639,26035.66
188640,12681.353
188641,26544.535
188642,15428.67
188643,95221.37
188644,92727.97
188645,57329.605
188646,12248.704
188647,21161.91
188648,30461.785
188649,44538.55
188650,99186.76
188651,51018.914
188652,59495.98
188653,75192.73
188654,12918.109
188655,17743.129
188656,28589.117
188657,37608.594
188658,11738.043
188659,58847.21
188660,13288.144
188661,86795.99
188662,12820.008
188663,17756.67
188664,83891.68
188665,138583.92
188666,27934.13
188667,12384.169
188668,17835.283
188669,28959.016
188670,64078.28
188671,22194.973
188672,20626.967
188673,65479.348
188674,15805.433
188675,31404.8
188676,46402.953
188677,11603.566
188678,36199.047
188679,38198.812
188680,59681.305
188681,15555.15
188682,15513.447
188683,15044.118
188684,70456.43
188685,46652.832
188686,104492.64
188687,22885.871
188688,39582.574
188689,12922.22
188690,32729.77
188691,44887.45
188692,33183.035
188693,13101.16
188694,16206.984
188695,19704.684
188696,77287.59
188697,32008.236
188698,15739.391
188699,60195.375
188700,130709.86
188701,31689.967
188702,15583.266
188703,90595.375
188704,51129.645
188705,25187.541
188706,94660.55
188707,14266.345
188708,18630.39
188709,14166.295
188710,23804.15
188711,32189.73
188712,59987.746
188713,37609.652
188714,23993.773
188715,40509.805
188716,67820.16
188717,12577.588
188718,20680.182
188719,39536.87
188720,17346.84
188721,73579.41
188722,57229.36
188723,23645.49
188724,33795.246
188725,16576.562
188726,43560.562
188727,13709.62
188728,54343.402
188729,19641.281
188730,63413.008
188731,68999.79
188732,37959.082
188733,18530.361
188734,15455.8
188735,10258.814
188736,11388.908
188737,90010.41
188738,81240.04
188739,49945.0
188740,84299.125
188741,41952.633
188742,25108.564
188743,33280.84
188744,79302.85
188745,66105.23
188746,36504.83
188747,36647.574
188748,23988.803
188749,54082.656
188750,10500.629
188751,48724.035
188752,97710.9
188753,12643.654
188754,52814.96
188755,63212.348
188756,33913.04
188757,24458.385
188758,12772.475
188759,17371.488
188760,13171.121
188761,41506.895
188762,53929.02
188763,33363.344
188764,14772.646
188765,56916.93
188766,32675.219
188767,13440.552
188768,35870.754
188769,70946.28
188770,45350.793
188771,14054.021
188772,10084.055
188773,43438.176
188774,47951.586
188775,48141.027
188776,13372.282
188777,25765.639
188778,25373.375
188779,70815.555
188780,61965.188
188781,86158.69
188782,17078.717
188783,17753.896
188784,45002.48
188785,32564.91
188786,36889.09
188787,11882.96
188788,21592.2
188789,51427.453
188790,13515.461
188791,10028.722
188792,72665.44
188793,20096.246
188794,14628.197
188795,42173.01
188796,26048.48
188797,84278.06
188798,24485.346
188799,17707.219
188800,52166.27
188801,47218.184
188802,29922.334
188803,83198.586
188804,12878.491
188805,14471.549
188806,85911.34
188807,44377.6
188808,62859.81
188809,35853.848
188810,20544.145
188811,59094.734
188812,21582.672
188813,12194.224
188814,43672.273
188815,17215.97
188816,39634.277
188817,32696.84
188818,36517.438
188819,43098.383
188820,46668.074
188821,33300.484
188822,19582.55
188823,46389.277
188824,11697.086
188825,23053.584
188826,11074.6045
188827,38276.66
188828,27308.727
188829,15354.593
188830,59219.16
188831,68005.305
188832,12400.014
188833,26756.957
188834,28722.197
188835,23542.098
188836,45543.742
188837,50049.688
188838,19105.498
188839,17081.438
188840,27113.516
188841,74655.96
188842,14178.373
188843,63797.074
188844,38760.27
188845,25060.777
188846,36724.58
188847,61027.95
188848,15169.961
188849,28951.473
188850,74481.05
188851,104698.47
188852,82547.83
188853,16344.884
188854,19818.652
188855,64014.508
188856,180386.5
188857,98027.41
188858,52809.582
188859,45836.617
188860,10079.566
188861,37756.98
188862,96982.625
188863,27256.83
188864,28588.379
188865,28696.648
188866,46158.336
188867,15388.507
188868,126053.984
188869,27460.906
188870,11366.378
188871,13568.81
188872,40081.902
188873,46221.61
188874,39202.043
188875,18257.168
188876,29438.57
188877,50928.754
188878,74443.836
188879,115906.26
188880,47124.754
188881,13025.689
188882,48761.387
188883,33991.996
188884,90834.16
188885,39489.074
188886,52033.41
188887,114689.92
188888,126589.62
188889,49686.727
188890,17652.225
188891,39853.1
188892,26486.525
188893,109875.33
188894,12760.756
188895,24351.746
188896,33001.766
188897,18778.346
188898,12662.011
188899,159288.97
188900,10819.2705
188901,11805.322
188902,85779.586
188903,67630.35
188904,27636.395
188905,30828.709
188906,67305.32
188907,70161.375
188908,22698.45
188909,32182.477
188910,24295.91
188911,47150.39
188912,31237.443
188913,82539.45
188914,53056.062
188915,55541.434
188916,11637.966
188917,51036.867
188918,12628.746
188919,36997.992
188920,18992.67
188921,54380.47
188922,38651.887
188923,70217.11
188924,55059.594
188925,55999.65
188926,50681.746
188927,9484.681
188928,51240.81
188929,21642.242
188930,15914.865
188931,44655.18
188932,32339.363
188933,73324.32
188934,54177.215
188935,34635.68
188936,34811.734
188937,32140.729
188938,24792.398
188939,62790.61
188940,13486.926
188941,76981.26
188942,72347.664
188943,55395.938
188944,45322.656
188945,18472.08
188946,37711.07
188947,40497.12
188948,68220.63
188949,151061.62
188950,32956.914
188951,35921.312
188952,10573.151
188953,12437.907
188954,24828.713
188955,63947.723
188956,25245.926
188957,36951.168
188958,27955.578
188959,14218.955
188960,52780.21
188961,73861.164
188962,15504.658
188963,67575.35
188964,46967.062
188965,9489.361
188966,50759.61
188967,48586.492
188968,26875.922
188969,31918.777
188970,42302.586
188971,35106.758
188972,109515.35
188973,89924.3
188974,40167.04
188975,25718.225
188976,13992.214
188977,28651.121
188978,12899.044
188979,52599.637
188980,19548.42
188981,16959.232
188982,29835.465
188983,105118.93
188984,24917.242
188985,14744.099
188986,24688.025
188987,51087.27
188988,22749.426
188989,48723.125
188990,48986.086
188991,64821.12
188992,29828.67
188993,31718.205
188994,36600.004
188995,29765.977
188996,19762.266
188997,86036.67
188998,52702.176
188999,17863.264
189000,13684.507
189001,28533.02
189002,45587.08
189003,31881.805
189004,55012.266
189005,47366.426
189006,53136.72
189007,35555.74
189008,32132.426
189009,15155.972
189010,45116.016
189011,39928.9
189012,52834.547
189013,60319.92
189014,32330.408
189015,24164.693
189016,51981.984
189017,12392.779
189018,20723.43
189019,13057.065
189020,22743.283
189021,44172.31
189022,51046.176
189023,101182.125
189024,25125.967
189025,62226.62
189026,17580.125
189027,14120.096
189028,56254.67
189029,20290.291
189030,20950.184
189031,34079.6
189032,47787.67
189033,11732.199
189034,96214.16
189035,74811.195
189036,99077.26
189037,25102.684
189038,51075.305
189039,44416.65
189040,15281.812
189041,17688.77
189042,23605.34
189043,50618.97
189044,35381.09
189045,48931.797
189046,13922.112
189047,16820.223
189048,13841.568
189049,68323.66
189050,43662.62
189051,16670.625
189052,38858.086
189053,34614.227
189054,59288.094
189055,34912.746
189056,18039.82
189057,23181.766
189058,13382.759
189059,86399.0
189060,14290.414
189061,24674.31
189062,27015.889
189063,30077.008
189064,12360.551
189065,31398.145
189066,19696.52
189067,63988.18
189068,20715.668
189069,32716.068
189070,56427.105
189071,34629.36
189072,96510.33
