id,price
188533,18283.959
188534,80079.695
188535,55735.895
188536,28824.973
188537,29655.34
188538,17882.852
188539,12872.755
188540,43289.098
188541,80338.43
188542,33767.168
188543,29274.54
188544,13603.298
188545,48118.94
188546,115240.77
188547,16825.582
188548,108076.234
188549,21716.703
188550,11934.528
188551,87865.44
188552,57706.3
188553,68806.82
188554,21677.969
188555,43385.945
188556,23645.95
188557,21952.594
188558,89709.05
188559,31764.545
188560,14430.309
188561,80752.445
188562,24344.11
188563,95296.63
188564,58590.7
188565,49350.668
188566,32046.814
188567,16049.524
188568,45113.1
188569,20776.79
188570,17391.004
188571,37312.53
188572,96998.33
188573,23564.025
188574,34534.535
188575,41826.246
188576,35606.887
188577,13741.447
188578,31690.926
188579,41686.87
188580,42462.555
188581,91751.53
188582,23539.799
188583,102515.625
188584,31714.912
188585,38321.605
188586,29748.824
188587,60034.94
188588,25887.553
188589,17793.457
188590,20286.424
188591,27376.797
188592,37558.32
188593,32630.615
188594,72502.586
188595,26010.291
188596,53628.656
188597,28852.676
188598,27068.902
188599,16045.082
188600,54272.855
188601,54681.6
188602,36182.92
188603,136413.02
188604,13564.941
188605,42561.66
188606,37653.72
188607,60207.61
188608,17358.465
188609,51689.14
188610,44090.125
188611,20259.25
188612,76591.4
188613,22742.846
188614,18037.725
188615,38152.516
188616,78192.61
188617,42428.355
188618,23002.51
188619,83794.74
188620,17375.041
188621,23271.518
188622,92880.79
188623,56661.01
188624,43534.64
188625,26758.06
188626,17084.6
188627,102376.805
188628,84367.375
188629,25310.965
188630,24882.709
188631,72116.29
188632,51217.65
188633,60128.98
188634,12339.565
188635,27907.242
188636,55258.418
188637,12736.657
188638,33617.047
188639,24267.414
188640,13519.152
188641,25765.027
188642,16053.932
188643,92886.49
188644,97983.02
188645,59201.254
188646,12169.854
188647,19056.2
188648,27874.021
188649,38858.418
188650,97535.6
188651,48168.195
188652,74362.51
188653,73847.7
188654,12691.192
188655,17336.186
188656,31414.277
188657,36630.207
188658,12997.077
188659,59431.367
188660,14463.912
188661,93304.586
188662,13912.14
188663,16710.535
188664,86737.43
188665,137907.61
188666,27331.373
188667,12522.342
188668,15008.186
188669,27730.365
188670,67428.44
188671,22754.697
188672,20887.93
188673,66318.445
188674,14805.15
188675,29554.992
188676,46377.094
188677,11902.963
188678,34240.066
188679,44093.508
188680,65791.945
188681,14588.479
188682,14959.903
188683,14679.836
188684,76089.41
188685,42125.0
188686,103469.93
188687,20630.69
188688,38292.758
188689,12956.353
188690,34111.48
188691,41802.105
188692,31064.168
188693,13531.299
188694,16288.781
188695,19472.121
188696,75242.89
188697,29486.662
188698,16143.246
188699,61177.113
188700,151536.36
188701,32798.035
188702,17331.332
188703,87130.53
188704,48577.613
188705,24395.627
188706,99970.93
188707,14973.858
188708,17925.105
188709,14278.5205
188710,22079.438
188711,30665.877
188712,55358.21
188713,36719.176
188714,23277.838
188715,38370.004
188716,69126.055
188717,12636.919
188718,19110.418
188719,33709.047
188720,17106.799
188721,71271.34
188722,64210.598
188723,23714.604
188724,29083.834
188725,13040.388
188726,42219.824
188727,13513.903
188728,50375.293
188729,18197.232
188730,75528.66
188731,66185.57
188732,36969.574
188733,17901.47
188734,16872.004
188735,11201.954
188736,11520.359
188737,93181.97
188738,74350.22
188739,54455.758
188740,81007.35
188741,40165.234
188742,23176.57
188743,29966.803
188744,80532.68
188745,66198.48
188746,36104.168
188747,36839.406
188748,19214.332
188749,63589.035
188750,11370.739
188751,47205.613
188752,101008.64
188753,14681.682
