id,price
188533,16708.29572519588
188534,81322.93970180016
188535,58168.05195998839
188536,29689.83615016919
188537,29449.454980114595
188538,16346.578767577257
188539,11573.358412944166
188540,39152.62223021733
188541,75914.85664004236
188542,32735.822657795386
188543,23633.589452675988
188544,10063.707115927453
188545,45899.66058215764
188546,115856.49120624224
188547,16867.998072370105
188548,103226.96762326155
188549,20114.08661295346
188550,9708.59826666661
188551,84996.74652021313
188552,55804.2788627807
188553,70763.29146410484
188554,20879.595182011137
188555,40980.60627429369
188556,17010.313953885103
188557,19734.471217436534
188558,75791.39392078626
188559,32147.30390058218
188560,13232.666370570883
188561,82240.00817562935
188562,24949.728602338637
188563,105551.78014652812
188564,51213.948220949416
188565,42702.73458972333
188566,31211.761535356516
188567,14582.830527652544
188568,41590.43210306884
188569,22614.096280416215
188570,16391.61255177552
188571,40114.49059163962
188572,104277.43321212575
188573,23495.633392269596
188574,33469.47974874704
188575,43160.93942516535
188576,31055.932137043215
188577,12089.99660282211
188578,31487.752929196922
188579,50497.305683887826
188580,38964.46162409022
188581,85529.11780006303
188582,22684.12610822993
188583,93700.1956672997
188584,29116.63102626918
188585,39626.11450030812
188586,32705.709947707543
188587,63650.57032462603
188588,24989.359294863032
188589,17376.4116075483
188590,21133.387920142297
188591,27735.089425457474
188592,39992.89472159415
188593,32451.59818287713
188594,74511.69992867007
188595,25854.87432899477
188596,46595.82964191424
188597,28057.806583159454
188598,25730.31838409134
188599,13528.095360089206
188600,59489.46777738878
188601,56382.73755527607
188602,31451.67975770529
188603,162174.26503129638
188604,10941.753801610026
188605,39292.81029117326
188606,32652.208839770297
188607,59305.863394377884
188608,16251.279828400413
188609,53359.472138052464
188610,44859.678276199615
188611,18861.718837526896
188612,76708.59338057032
188613,22653.49708777854
188614,21202.12113070994
188615,31442.756294184528
188616,97282.57541844771
188617,44449.83902087591
188618,23634.23842147622
188619,81584.38130887078
188620,17988.206205800812
188621,22787.849321319874
188622,91372.8730237314
188623,53327.113103688396
188624,41320.42291569825
188625,27502.012385916052
188626,11331.297394283958
188627,105229.77469750597
188628,89528.88383204288
188629,23589.487831871524
