id,price
188533,17695.5468
188534,80669.1336
188535,55487.3434
188536,29477.529
188537,29978.9294
188538,17142.0924
188539,12589.971
188540,44586.3658
188541,77492.21599999999
188542,31726.900800000003
188543,28549.1446
188544,12971.129799999999
188545,49400.68000000001
188546,116508.55279999999
188547,17416.317199999998
188548,114130.71199999998
188549,23366.212000000003
188550,10893.982800000002
188551,81414.55040000001
188552,57826.909400000004
188553,68222.4956
188554,22920.407999999996
188555,44738.1508
188556,20744.023999999998
188557,22107.4144
188558,81897.7156
188559,26838.090400000005
188560,13596.303399999999
188561,78824.62120000001
188562,23433.3818
188563,95826.176
188564,63669.28060000001
188565,44171.52939999999
188566,31742.9924
188567,14587.5136
188568,44397.26239999999
188569,23850.7478
188570,16577.2028
188571,34289.287599999996
188572,94397.32960000001
188573,23274.4006
188574,33623.335600000006
188575,42245.89839999999
188576,33726.647600000004
188577,12417.628999999999
188578,30910.688400000003
188579,45335.287
188580,44442.1656
188581,93971.2468
188582,23992.6506
188583,105188.86319999999
188584,31884.7908
188585,37647.9212
188586,31561.4318
188587,59119.0646
188588,25343.6766
188589,18038.917599999997
188590,25611.3258
188591,27077.711199999998
188592,35547.8054
188593,30959.206800000004
188594,70396.09300000001
188595,26143.1164
188596,53987.7186
188597,30197.479000000003
188598,27440.151999999995
188599,15232.931699999997
188600,48949.2342
188601,55590.529200000004
188602,36676.8818
188603,154853.762
188604,11761.5244
188605,38902.441600000006
188606,38075.91960000001
188607,58837.6262
188608,16097.5572
188609,53210.3726
188610,44388.9634
188611,22667.6986
188612,77181.345
188613,22660.6772
188614,18205.2062
188615,31778.4724
188616,73562.938
188617,50438.36140000001
188618,22970.676199999998
188619,84154.1992
188620,19666.405999999995
188621,24286.5124
188622,116703.75
188623,59708.2816
188624,44185.42220000001
188625,26999.648600000004
188626,18310.283000000003
188627,124410.33200000001
188628,85931.04819999999
188629,21966.1374
188630,25805.5926
188631,58014.804800000005
188632,50143.8594
188633,59968.539399999994
188634,10733.383
188635,30731.735600000004
188636,54226.496999999996
188637,11367.121799999999
188638,31938.79
188639,25121.9116
188640,12025.484400000001
188641,26201.024200000003
188642,14209.238400000002
188643,98498.203
188644,92511.104
188645,60019.037
188646,11662.463399999999
188647,23944.593
188648,26692.208400000003
188649,41828.93060000001
188650,96626.15699999999
188651,47988.6654
188652,62291.9684
188653,70611.12879999999
188654,11277.3528
188655,16895.643200000002
188656,27806.6232
188657,36804.727
188658,10619.436400000002
188659,59080.8334
188660,12438.316
188661,85966.40400000001
188662,12412.9628
188663,17020.909999999996
188664,84624.1952
188665,135208.8056
188666,26280.696000000004
188667,11054.6232
188668,15261.4288
188669,27847.264799999997
188670,63374.211800000005
188671,21640.5176
188672,20208.5632
188673,64618.585199999994
188674,15801.6038
188675,27672.203599999997
188676,46449.7912
188677,10515.882199999998
188678,32910.6392
188679,38864.7482
188680,57706.2154
188681,14522.876999999999
188682,13339.665400000002
188683,12171.9575
188684,72953.61400000002
188685,42947.3232
188686,102244.3774
188687,19568.8958
188688,38378.592
188689,12953.1824
188690,29864.0572
188691,36782.72
188692,31412.7392
188693,12910.987299999999
188694,15781.926200000002
188695,21407.875
188696,78940.008
188697,29249.6352
188698,20052.5354
188699,60422.6124
188700,146183.784
188701,31479.283799999997
188702,14553.3472
188703,89912.597
188704,48005.603
188705,23227.837399999997
188706,102142.18
188707,13666.721399999999
188708,22596.071000000004
188709,13736.944599999999
188710,22179.7796
188711,30727.127399999998
188712,52338.2864
188713,36535.008599999994
188714,22741.857000000004
188715,40183.5142
188716,63117.75020000001
188717,12565.308399999998
188718,17786.8848
188719,34754.9204
188720,16311.8744
188721,72443.676
188722,58345.895000000004
188723,22368.6754
188724,28890.566
188725,12000.2432
188726,42522.779599999994
188727,12964.893999999998
188728,56865.07979999999
188729,18746.7306
188730,65661.562
188731,68218.6984
188732,34846.518599999996
188733,18565.520800000002
188734,14118.3986
188735,8573.358
188736,9512.2592
188737,92939.02320000001
188738,82212.374
188739,50982.68319999999
188740,78840.6438
188741,41344.9152
188742,22181.387
188743,32055.292800000003
188744,79859.41
188745,61798.121999999996
188746,36024.075800000006
188747,35861.593
188748,24206.992400000003
188749,55592.15800000001
188750,9416.656200000001
188751,51393.2888
188752,99877.894
188753,12355.4012
188754,48667.913199999995
188755,64374.2478
188756,34723.248999999996
188757,21853.1916
188758,11812.4854
188759,17392.558
188760,11725.011199999999
188761,37390.3044
188762,45412.1702
188763,33534.3894
188764,13815.1405
188765,55827.15700000001
188766,28218.532
188767,11155.1502
188768,31615.1648
188769,66900.53640000001
188770,44577.46339999999
188771,13696.852799999999
188772,9030.19372
188773,43475.623600000006
188774,48132.522
188775,48526.3424
188776,13162.944200000002
188777,30300.496600000002
188778,24394.425199999998
188779,67453.33120000002
188780,61018.6952
188781,86062.854
188782,16702.0518
188783,19429.863400000002
188784,43520.6152
188785,28418.5934
188786,36683.9304
188787,11062.3148
188788,24911.9066
188789,49674.8112
188790,12039.891200000002
188791,9067.11844
188792,73323.0552
188793,18685.0452
188794,14891.424799999999
188795,41207.081000000006
188796,24307.019800000002
188797,86249.7352
188798,19334.295400000003
188799,15888.9714
188800,50593.901399999995
188801,47308.1468
188802,28947.093200000003
188803,91347.476
188804,12821.5046
188805,14092.893600000001
188806,80900.89080000001
188807,44124.384
188808,60578.116599999994
188809,35056.695999999996
188810,18679.695400000004
188811,57804.068400000004
188812,19533.9548
188813,12263.317
188814,40925.4516
188815,16856.2682
188816,37993.6674
188817,30228.4912
188818,34987.79
188819,45463.9326
188820,43842.4734
188821,30325.7228
188822,19005.346
188823,44882.8376
188824,10716.5582
188825,23139.6384
188826,9877.2264
188827,38218.185
188828,26508.682999999997
188829,16843.3967
188830,51420.01340000001
188831,67301.0908
188832,10630.7932
188833,25859.7212
188834,26787.3546
188835,20220.4218
188836,35497.2442
188837,48395.4084
188838,20310.629800000002
188839,16587.364299999997
188840,26877.423600000002
188841,73669.53
188842,16284.828599999999
188843,66479.767
188844,37861.385800000004
188845,21359.914599999996
188846,36778.7362
188847,62039.9556
188848,15542.430599999998
188849,27376.197400000005
188850,74615.17079999999
188851,101650.07879999999
188852,80401.88
188853,15863.3204
188854,19320.411799999998
188855,59374.356400000004
188856,188649.74000000002
188857,98217.3488
188858,56136.3808
188859,39872.1488
188860,7881.54304
188861,31848.505800000003
188862,101107.5822
188863,26795.724200000004
188864,27425.879999999997
188865,29974.9346
188866,48982.8794
188867,14943.1002
188868,139861.586
188869,23986.967800000002
188870,10476.864599999997
188871,12347.301599999999
188872,38432.0412
188873,42690.19
188874,37824.996
188875,16517.386399999996
188876,25375.936200000004
188877,52013.544799999996
188878,71445.2072
188879,103486.61600000001
188880,47529.9824
188881,11752.982600000001
188882,50431.31680000001
188883,32010.552999999996
188884,80561.106
188885,41071.7694
188886,49942.694
188887,107906.87519999998
188888,124653.501
188889,45987.117399999996
188890,14973.285200000002
188891,36114.125
188892,28890.050200000005
188893,110481.82800000001
188894,12453.296400000001
188895,21856.529000000002
188896,32661.7694
188897,17773.5502
188898,13177.4288
188899,165616.218
188900,10154.4288
188901,11587.3262
188902,84992.59920000001
188903,64204.77099999999
188904,25665.3328
188905,26784.7908
188906,68381.099
188907,64024.836800000005
